0,AttributeError,module 'numpy' has no attribute 'VisibleDeprecationWarning',0,,2025-12-24 20:35:43.404515
1,AttributeError,module 'numpy' has no attribute 'VisibleDeprecationWarning',0,,2025-12-24 20:38:43.767713
